id,name,category_id,category_name,product_type,selling_price,quantity_info,shelf_life_days,total_stock,description,is_active,created_at
699bbe77-dffd-4ba2-83f0-2fca6bf69a66,Kerang darah beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,28950,kg,1,94,Kerang darah beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-01 10:57:17
f75796f5-e53f-42e3-b80d-aa296713c1d1,Kerang hijau reguler,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,27028,kg,1,81,Kerang hijau reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-04 10:57:17
c30db29b-eaa7-4716-a601-b3cc47d22d3e,Kerang darah Lokal,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,29634,kg,1,36,Kerang darah Lokal berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-23 10:57:17
e87b6715-6ed5-4efb-9f4d-6783430f5ae0,Kerang hijau beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,25052,kg,1,82,Kerang hijau beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-16 10:57:17
16040775-6779-4300-937a-1680a23d9c43,Kerang darah pilihan,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,28894,kg,1,87,Kerang darah pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-23 10:57:17
483dac76-a7dd-4184-be42-dab8d65ef18f,Kerang hijau Sumatera,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,24255,kg,1,55,Kerang hijau Sumatera berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-21 10:57:17
d0bd51cc-cd1f-46e5-aa29-7b9da8804a0f,Kerang darah fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,29417,kg,1,38,Kerang darah fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-26 10:57:17
ba74e1bb-59be-4e08-814d-eedd292a207a,Kerang hijau premium,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,31845,kg,1,34,Kerang hijau premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-09 10:57:17
35ef116a-1e1b-4f15-bae8-272fd42c5158,Kepiting segar,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,119464,kg,2,56,Kepiting segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-14 10:57:17
cf75e225-f1d3-469c-872c-3abe29a30443,Kepiting segar Jawa Tengah,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,119917,kg,2,70,Kepiting segar Jawa Tengah berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-20 10:57:17
d6336b55-5a13-4fdf-95eb-4171a18474eb,Kepiting segar beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,116744,kg,2,61,Kepiting segar beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-01 10:57:17
9bfbdcd5-fedd-41c7-91b2-b55b0f943015,Kepiting segar reguler,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,121591,kg,2,94,Kepiting segar reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-16 10:57:17
a386807c-3094-4779-aabc-89061ab88144,Kepiting segar Jawa Timur,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,116149,kg,2,49,Kepiting segar Jawa Timur berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-07 10:57:17
7916f964-43da-4cbd-abc7-089b6c987f43,Kepiting segar chilled,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,123838,kg,2,53,Kepiting segar chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-16 10:57:17
ec3d29a5-a272-4cde-a974-33cbd87146ef,Kepiting segar premium,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,156947,kg,2,46,Kepiting segar premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-30 10:57:17
9ed0be17-bdb4-405e-8373-62a39bf921b6,Kepiting segar Jawa Timur,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,121235,kg,2,30,Kepiting segar Jawa Timur berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-02 10:57:17
2ff401cf-ed51-44ad-adf0-7c96e3902f64,Kepiting segar beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,121271,kg,2,75,Kepiting segar beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-07 10:57:17
15d806ce-7379-470d-a1aa-4423d8bdced2,Kepiting segar reguler,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,111263,kg,2,95,Kepiting segar reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-23 10:57:17
582daf73-5f80-4d8e-be0a-53df1da42fff,Kepiting segar Jawa Barat,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,117943,kg,2,29,Kepiting segar Jawa Barat berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-29 10:57:17
c1bddd23-4cdc-4e23-bc36-b5ea76b59258,Kepiting segar chilled,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,121731,kg,2,93,Kepiting segar chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-08 10:57:17
e277d406-ff67-4fe6-bebe-1ff4bf68b449,Kepiting segar reguler,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,122561,kg,2,50,Kepiting segar reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-27 10:57:17
3725993f-484e-49e8-b06b-f7f4730cc436,Ayam filet dada,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,44722,kg,3,27,Ayam filet dada berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-25 10:57:17
45f2a3b4-62ec-4fdc-aa75-ba01f8989778,Ayam filet paha,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,37878,kg,3,26,Ayam filet paha berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-14 10:57:17
8e28088b-9d82-4faf-95cc-8d3ffc0eacc7,Ayam filet dada chilled,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,43255,kg,3,22,Ayam filet dada chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-29 10:57:17
4fcb4f72-c698-4904-b00d-876e0a831f13,Ayam filet paha reguler,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,38292,kg,3,93,Ayam filet paha reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-28 10:57:17
48691663-6915-4489-b17a-17374afd763f,Ayam filet dada,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,44505,kg,3,39,Ayam filet dada berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-03 10:57:17
af39732a-24c3-4e63-916a-9f9b30054f7a,Ayam filet paha segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,38027,kg,3,25,Ayam filet paha segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-09 10:57:17
945263a2-fc75-4a83-b2d5-dca27755e47f,Ayam filet dada ekonomis,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,35074,kg,3,36,Ayam filet dada ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-19 10:57:17
9104eca7-080d-4b7f-9433-b44f19043a3d,Ayam filet paha,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,39593,kg,3,61,Ayam filet paha berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-01 10:57:17
114d1c25-cc40-4000-887d-6a859a12a44b,Ayam filet dada segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,45104,kg,3,32,Ayam filet dada segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-27 10:57:17
c3b85124-ce21-491b-ad0c-68441bfbc075,Ayam filet paha super,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,43141,kg,3,57,Ayam filet paha super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-26 10:57:17
b9df8ab3-8b97-4be6-8377-102b687b2351,Ayam filet dada,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,42701,kg,3,58,Ayam filet dada berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-01 10:57:17
7984b6a8-ee70-40a4-97f5-625689ad4ca6,Ayam filet paha chilled,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,39612,kg,3,88,Ayam filet paha chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-24 10:57:17
addf3cb7-1fcb-40cb-87b3-36daf730e8e9,Ceker Ayam segar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,15164,kg,5,68,Ceker Ayam segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-11 10:57:17
b476edec-d101-47aa-8d29-e81041599068,Ceker Ayam beku,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,12696,kg,5,42,Ceker Ayam beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-31 10:57:17
4e5d181e-a9d1-4d6e-befe-24a8766e1c99,Ceker Ayam segar segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,15178,kg,5,50,Ceker Ayam segar segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-20 10:57:17
dfbb4f95-a7ca-48cb-9196-26b621c35ba1,Ceker Ayam beku ekonomis,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,11478,kg,5,54,Ceker Ayam beku ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-08 10:57:17
fd117bc7-f4b9-447b-a39f-ed4fb95f128c,Ceker Ayam segar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,15194,kg,5,32,Ceker Ayam segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-30 10:57:17
ce7894a8-de42-427b-ab24-691ed6648e6c,Ceker Ayam beku fresh,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,12370,kg,5,54,Ceker Ayam beku fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-27 10:57:17
e7178489-c87f-4a4d-be00-d07e2030edc0,Ceker Ayam segar pilihan,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,13306,kg,5,23,Ceker Ayam segar pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-31 10:57:17
5e80ef70-20ba-4131-8c38-08468756fe12,Ceker Ayam beku,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,12606,kg,5,85,Ceker Ayam beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-24 10:57:17
14e6ecf8-edc6-4057-97d5-2ee7040b6a8d,Ceker Ayam segar fresh,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,15273,kg,5,97,Ceker Ayam segar fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-27 10:57:17
9b8c09ec-b350-4b91-963f-1702ac6e3a2b,Ceker Ayam beku pilihan,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,12241,kg,5,72,Ceker Ayam beku pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-18 10:57:17
cbb3015c-9360-4266-9bcf-4e061be0b3d2,Ceker Ayam segar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,15483,kg,5,70,Ceker Ayam segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-28 10:57:17
fbf3e23d-1dd8-4db2-a06c-b2e4de7fe8ec,Ceker Ayam beku chilled,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,13519,kg,5,93,Ceker Ayam beku chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-20 10:57:17
81a9221e-70ac-4a2c-9f05-76ad4cb7b46c,Sayap Ayam segar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,35947,kg,3,42,Sayap Ayam segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-08 10:57:17
c86c1abf-417f-4f52-b769-736b5470cb62,Sayap Ayam bumbu,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,37824,kg,3,54,Sayap Ayam bumbu berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-19 10:57:17
72209495-16b9-4520-aa3d-1c30cdfb4036,Sayap Ayam segar segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,33507,kg,3,83,Sayap Ayam segar segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-10 10:57:17
06f810f2-36de-4a41-aebc-f5ee8541509f,Sayap Ayam bumbu reguler,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,38293,kg,3,24,Sayap Ayam bumbu reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-23 10:57:17
b196c3f7-df6e-4959-9cb6-06c7415730f3,Sayap Ayam segar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,36669,kg,3,33,Sayap Ayam segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-10 10:57:17
51d7f8cd-dfec-46ca-910c-9ab82e656b3a,Sayap Ayam bumbu segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,36567,kg,3,95,Sayap Ayam bumbu segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-02 10:57:17
03fc21fa-7497-42dd-9552-6fa83adc6206,Sayap Ayam segar premium,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,40043,kg,3,61,Sayap Ayam segar premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-26 10:57:17
f1842cbf-ed63-4b73-9b90-5a301a375a54,Sayap Ayam bumbu,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,38994,kg,3,85,Sayap Ayam bumbu berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-16 10:57:17
3ca64c49-34ca-4604-8ba2-b1ee835bbeae,Sayap Ayam segar beku,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,35980,kg,3,72,Sayap Ayam segar beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-20 10:57:17
9f841892-ea33-4f80-ac9f-b712485a80a8,Sayap Ayam bumbu premium,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,43200,kg,3,79,Sayap Ayam bumbu premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-21 10:57:17
b9dac3fa-61e5-4002-9fcb-5a170de924c9,Sayap Ayam segar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,34772,kg,3,76,Sayap Ayam segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-15 10:57:17
f2c3f911-b447-4adc-9593-22168f37304f,Sayap Ayam bumbu fresh,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,37680,kg,3,73,Sayap Ayam bumbu fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-15 10:57:17
cbfe6bca-325f-41b1-b118-fccd669b8742,Ayam potong all part,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,34608,kg,3,83,Ayam potong all part berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-12 10:57:17
2a510bd8-1996-4f2a-a7c6-d0ba08a6761f,Ayam potong karkas,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,32190,kg,3,80,Ayam potong karkas berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-28 10:57:17
cd0833a1-c956-4954-89c7-5381d9c24b25,Ayam potong all part beku,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,36590,kg,3,82,Ayam potong all part beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-16 10:57:17
989fdc6a-b0dd-48e7-8d6d-75b48505f29c,Ayam potong karkas ekonomis,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,28236,kg,3,77,Ayam potong karkas ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-08 10:57:17
b15b57bc-c581-43c0-9f5f-6171c5c4e2ef,Ayam potong all part,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,35335,kg,3,31,Ayam potong all part berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-10 10:57:17
5c65e1d1-f94b-4e6c-83e7-79f7c13a0cff,Ayam potong karkas beku,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,31351,kg,3,81,Ayam potong karkas beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-20 10:57:17
c0fca6d7-2c33-470e-8017-d8ff678e74ad,Ayam potong all part pilihan,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,35858,kg,3,75,Ayam potong all part pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-29 10:57:17
3b12c567-2e36-4b04-b57b-49e622c3c640,Ayam potong karkas,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,32078,kg,3,41,Ayam potong karkas berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-07 10:57:17
ce6a7064-1217-49d7-9927-6fb527a99d27,Ayam potong all part fresh,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,34481,kg,3,31,Ayam potong all part fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-20 10:57:17
3f7301c0-b437-416b-8cc8-56db61b743b1,Ayam potong karkas ekonomis,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,27356,kg,3,94,Ayam potong karkas ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-14 10:57:17
73349731-fc2d-4104-84b3-87baa0147526,Ayam potong all part,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,34161,kg,3,27,Ayam potong all part berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-10 10:57:17
7ada749f-952e-4f9c-89a5-51edbec88dc4,Ayam potong karkas segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,33224,kg,3,68,Ayam potong karkas segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-24 10:57:17
8e8b9426-af7b-49aa-aa62-dcd3250c12e9,Ayam kampung,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,46908,kg,3,95,Ayam kampung berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-08 10:57:17
039d42d0-d6e0-42b9-a549-ac97ab769dea,Ayam negeri,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,28057,kg,3,54,Ayam negeri berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-10 10:57:17
d5d59965-fe54-4fcb-8bb3-15d6704a4c5a,Ayam kampung segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,44232,kg,3,91,Ayam kampung segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-27 10:57:17
e041cae9-6338-455a-8c62-2e34dd5953fc,Ayam negeri super,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,30892,kg,3,73,Ayam negeri super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-25 10:57:17
d84738de-e8dd-4ef6-b453-56ca1eb76712,Ayam kampung,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,42810,kg,3,58,Ayam kampung berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-17 10:57:17
f6a768d2-3ade-4fd4-9124-cd3437663c7b,Ayam negeri beku,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,27253,kg,3,65,Ayam negeri beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-09 10:57:17
8c11062e-ff06-4c3b-89a6-6a44473bb4e3,Ayam kampung pilihan,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,40324,kg,3,93,Ayam kampung pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-16 10:57:17
1f4b9eaa-22b9-4843-a96f-11498ed919e9,Ayam negeri,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,25760,kg,3,44,Ayam negeri berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-27 10:57:17
45f969f7-fe83-4dde-85b3-41c8bdd5d1a2,Ayam kampung fresh,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,42770,kg,3,48,Ayam kampung fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-15 10:57:17
9b51015f-1111-4bcd-9830-71e97fb08191,Ayam negeri premium,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,31587,kg,3,65,Ayam negeri premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-21 10:57:17
85e163c7-c065-4f12-b295-9ebd0a82d61f,Ayam kampung,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,44214,kg,3,70,Ayam kampung berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-10 10:57:17
5da77af8-113b-4a15-ab49-238ef2dea742,Ayam negeri chilled,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,28178,kg,3,72,Ayam negeri chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-04 10:57:17
4954e565-0e83-49ab-93a3-5e7f21cfe85b,Daging Sapi has dalam,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,145651,kg,3,92,Daging Sapi has dalam berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-25 10:57:17
98eccb03-e606-4db4-82c3-08a4ea26cfc2,Daging Sapi has luar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,132781,kg,3,65,Daging Sapi has luar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-13 10:57:17
65980034-e709-4921-9a08-805e0923c697,Daging Sapi paha,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,121744,kg,3,89,Daging Sapi paha berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-04 10:57:17
c85b2b87-b4f2-4fc3-963b-e9935d41cc79,Daging Sapi has dalam ekonomis,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,114002,kg,3,83,Daging Sapi has dalam ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-28 10:57:17
a75c5afd-a7f8-4a49-8f1d-5ca6e08ca0cb,Daging Sapi has luar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,132240,kg,3,69,Daging Sapi has luar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-10 10:57:17
57025e69-a1dd-4dcc-b1a8-8aada35b56e9,Daging Sapi paha segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,117303,kg,3,24,Daging Sapi paha segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-18 10:57:17
a8013eb5-b0bb-4e38-8b1c-6cdd5455fcf9,Daging Sapi has dalam super,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,148342,kg,3,99,Daging Sapi has dalam super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-03 10:57:17
f32e55dc-c8ce-46b0-83b0-0a86c2af226c,Daging Sapi has luar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,126043,kg,3,42,Daging Sapi has luar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-07 10:57:17
ba7feee2-caad-4f6f-8586-b46fba08c4dd,Daging Sapi paha segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,120017,kg,3,65,Daging Sapi paha segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-17 10:57:17
c54a5d75-3077-40c7-be0a-9131dc040408,Daging Sapi has dalam ekonomis,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,112359,kg,3,74,Daging Sapi has dalam ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-15 10:57:17
ede5833c-f65a-4746-ab37-1889648f113c,Daging Sapi has luar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,135634,kg,3,42,Daging Sapi has luar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-28 10:57:17
15790ec2-86c3-4fc8-b4ba-fbb03acb1eae,Daging Sapi paha beku,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,120966,kg,3,25,Daging Sapi paha beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-20 10:57:17
8e798566-de69-42a2-848f-4c19fd4f670a,Daging Kambing muda,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,135217,kg,3,64,Daging Kambing muda berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-17 10:57:17
172888a8-092e-4b7e-ad73-82a7953f5b67,Daging Kambing dewasa,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,124210,kg,3,24,Daging Kambing dewasa berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-14 10:57:17
bc692ce3-2e82-4639-b97c-9b39f1f8d781,Daging Kambing muda segar pagi,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,135352,kg,3,23,Daging Kambing muda segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-19 10:57:17
39212331-8433-4881-b8af-f99c862418e1,Daging Kambing dewasa pilihan,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,120648,kg,3,36,Daging Kambing dewasa pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-18 10:57:17
348dc59a-147a-4d58-8f4b-c486d8f88999,Daging Kambing muda,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,125015,kg,3,70,Daging Kambing muda berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-28 10:57:17
a68565c8-62b4-4805-b92a-1bb0484a45ec,Daging Kambing dewasa fresh,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,124387,kg,3,75,Daging Kambing dewasa fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-25 10:57:17
31c5f21d-d6a3-46fc-bf0e-c82081c12832,Daging Kambing muda premium,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,172154,kg,3,21,Daging Kambing muda premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-08 10:57:17
ebfc0313-cf69-45ab-b9ca-adf074f8f1b6,Daging Kambing dewasa,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,122131,kg,3,33,Daging Kambing dewasa berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-23 10:57:17
1b2a0f02-ec27-4a21-aecb-bdbb80f9332e,Daging Kambing muda chilled,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,126831,kg,3,57,Daging Kambing muda chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-10 10:57:17
e521c1c8-2a1a-4f02-95fe-27d7e8215f70,Daging Kambing dewasa ekonomis,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,105419,kg,3,88,Daging Kambing dewasa ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-07 10:57:17
9501ac76-f64d-4552-9b4d-63d3ca23992d,Daging Kambing muda,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,127427,kg,3,39,Daging Kambing muda berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-03 10:57:17
bcfc5500-82c7-4e2e-8b58-6699f5c718e7,Daging Kambing dewasa beku,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,125682,kg,3,25,Daging Kambing dewasa beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-06 10:57:17
09303ae6-76b1-4e65-8721-5b9f0b27ac37,Iga Sapi segar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,105826,kg,3,76,Iga Sapi segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-08 10:57:17
632fd9d9-4f82-4642-9745-7fe4f910858b,Iga Sapi segar,660e8400-e29b-41d4-a716-446655440002,Protein Daging,online,112381,kg,3,87,Iga Sapi segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-17 10:57:17
